Recommendations 

In the current situation, in which climate change may alter the worldwide distribution of wildlife, including vectors involved in the dissemination of infectious diseases, quantitative information concerning wildlife’s role in the origin, evolution and transmission of AR is relevant to tackle AR from One Health and Global Health perspectives.
Close monitoring of bat populations will improve our understanding of viral spillover mechanisms, as demonstrated for HeV in eastern Australia and NiV in Bangladesh, and will contribute to better prediction and prevention strategies.
With its significant geographical extent, often healthy ecosystems, clean water resources, and other ecosystem services, High Asia offers great opportunities to contribute sustainably towards better planetary health (Whitmee et al. 2015). The high-level inter-governmental alliance of 12 countries focused on snow leopard conservation in High Asia, called the Global Snow Leopard and Ecosystem Protection Program (Snow Leopard Working Secretariat 2013), can play a pivotal role in prioritizing human and wildlife health issues and addressing these various needs.
First, population denominators should consider predisaster measurements for comparison after the event, confirming the importance of disease surveillance systems. Second, clearer reporting of specific timing of disease or outcome incidence post flooding will help clarify the complex and dynamic trends in risk at different latency periods in the aftermath of these events. Third, attempts should be made to share data and pursue methodological consistency to improve generalizability of study findings about flood and MBD associations. 
we propose that collaborative work between scientists who specialize in numerous subfields, such as disease ecology, behavioural ecology and landscape ecology, is necessary to gain a deeper understanding of the importance of non-focal community members in parasite transmission. Investigating parasite transmission at this level can yield important insights to guide management and intervention policies for parasites with relevance to human health and animal conservation.

These findings have important implications for urban development planning in the tropics and should be considered as evidence that can guide efforts to make Nairobi and other biodiverse cities more sustainable, healthy and environmentally balanced in the future.
anthropogenic disturbance acts to reduce the prevalence of specialist parasite lineages, while increasing that of generalist lineages. Thus, as in free-living species, disturbance favours parasite communities dominated by generalist versus specialist species. Because generalist parasites are more likely to cause emerging infectious diseases, such biotic homogenisation of parasite communities could increase disease emergence risk in the Anthropocene.

The research shows, that a higher standardization of case definition, diagnostic procedures, and standardized, long-term surveillance systems across Europe is necessary to improve clinical and epidemiological data.
Nevertheless, ongoing advances in dynamical systems analysis, numerical simulations, and network analysis show that transient dynamics can be modeled explicitly and combined with asymptotic analysis to enhance responses to infections, contagion, and outbreaks. The recent proposal of applying adaptive management approaches to guide public health decision-making further suggests that our description of a disease system and the recommended management actions are transient in themselves due to inherent model uncertainty, which can be resolved over time through continuous surveillance. 
Future collaboration between wildlife ecologists, conservation biologists, environmental biologists, veterinarians and medical scientists, medical microbiologists and related disciplines should be particularly fruitful, especially for workers who are able to view disease emergence in its broadest terms.

Mediterranean countries are intimately related to each other because of their common history, cultural and commercial links, and numerous human flows. These links should favour an increased collaboration in managing the risks of disease emergence. International organizations, notably WHO and OIE, play a key role in guiding such collaboration. Action plans targeting emerging diseases of international concern, such as H5N1 avian influenza or HIV, have led both WHO and OIE to move from actions focussing on human and animals flows, which traditionally benefit developed countries, to actions guiding local control programmes and integrated surveillance network, which benefit both developed and developing countries. 
Awareness of zoonotic diseases, proper biosafety measures, improved biosecurity practices, the impact of deforestation and wildlife hunting, wildlife conservation, safe animal handling and carcass disposal must be improved in general people through mass communication. Strong multi‐sectoral collaboration among medical professionals, veterinarians, eco‐health and agriculture personals is required to detect, respond, and prevent zoonotic diseases in Bangladesh using one‐health approach.
While we engaged these communities and promoted health education and disease awareness throughout the duration of the study, significant investments are required to address the unique health security challenges that these urban and peri-urban interfaces present. Moving One Health beyond the ecological and biological domain to include contributions from urban planners and the social sciences is perhaps the best path to address the considerable challenges in managing rapid and unorganized growth while promoting health in these riverside settlement communities. 
Yet, the only way to develop data-driven and effective management strategies for reducing pathogen transmission is to understand the entire transmission process fully. Only upon doing this can effective policy be implemented to reduce spillover.
mitigation of SARSr-CoV emergence can be enhanced by reducing livestock or human density, respectively, thereby reversing ongoing dietary and urbanization trends. Thus, environmental health is tightly connected to both animal and human health, as recently stressed by planetary and ‘one health’ discourses, which advocate for more holistic views of global health, encompassing environment, animals and people, and the interactions among these factors
The community epidemiology perspective we advocate here may present also some practical aspects. Indeed, it could be envisaged to exploit the natural complexity of ecological systems by introducing locally animal baits in the form of reservoir species with low susceptibility that might thus divert vector species from their human targets. By choosing preferentially these baits, vectors will consequently reduce disease transmission to humans. This type of control is called zooprophylaxy. 

Limiting contacts between wild and domestic mammals will decrease the risk of ticks and tick-borne disease transmission. Adequate management measures to prevent disease spread in the wildlife-domestic animal interface are crucial, as pathogen spill-over from protected areas may have socio-political implications that represents a risk to wildlife conservation. Likewise, the identification and spatial separation of wildlife sub-groups carrying pathogens (zoning) prevents disease spread into areas containing uninfected animals.
it is essential to promote the development of research in parasitology and parasitic diseases through public funding following the One-Health approach.
A minor increase in disease distribution may expose new host populations lacking in immunity. In fact, the vulnerability to climatic change is highly variable in the different ecozones of the world, due to the differential capacity to adapt and respond. Africa would appear to be one of the more vulnerable continents, given its demographic growth, shrinking natural ecosystems, water shortages and soil erosion. Climatic change forms yet another stress factor for African countries and the capacity to adapt is insufficient.
Management actions to control invasive species must therefore be carefully considered, given the possibility that actions may be more disruptive than the invasive species themselves. Substantial disruption to the aquatic ecosystem to control pest species must be compared to interventions, such as using crepuscular sprinkler systems to disrupt oviposition  or planting different vegetation species or vegetation designs that facilitate predator access to mosquito larvae within emergent vegetation
Increasing pathogeographic awareness, participation and collaboration among ecologists, biogeographers and veterinary and medical practitioners could thus contribute to closing the gap between environmental and health management, increased inter-disciplinary research and management efficiency, and reductions in the global burden of disease.
Short, low-cost interventions may have a lasting effect in reinforcing knowledge and increasing willingness of participants to engage in these practices. Therefore, they are relevant to global health security as zoonotic spillover events occur in localized spaces that can then have global implications.
The implications of these relationships for Ebola virus transmission must be taken seriously in order to determine how Ebola virus may spread in deforested areas. It is now critical to comprehend the networks and pathways that may lead to an EVD outbreak. The perception that bats can cause disease in humans may help raise awareness in cultures that use bat products, perhaps resulting in interventions such as temporal restrictions on hunting or selling. Nevertheless, negative attitudes that may threaten populations of these animals (e.g. by uncontrolled culling of fruit bats) must be avoided. The loss of bats will in turn affect the ecosystem services they provide  and may even increase pathogen prevalence and enhance disease transmission to humans .
Recent advances in a number of fields include some of direct relevance to predicting unknown zoonoses, among them modeling multihost disease dynamics in wildlife and humans, modeling the evolutionary dynamics of pathogens , insights into the phylogenetic characteristics of emerging pathogens, greater understanding of the environmental changes that drive emergence, risk assessments for pathogen transmissionand introduction and major advances in the technology for microbial discovery (e.g., microarrays) and characterization (e.g., noninvasive sequencing) . A number of collaborative initiatives between veterinary medicine, human medicine, and ecology have already begun  and our analysis suggests these should be strengthened by even wider collaboration. 

A well-coordinated disease surveillance effort will certainly attract many non-governmental funders, providing more resources. Sharing of information and knowledge regarding any EID is of utmost importance within and outside the research community and calls for a pan-India virome project venture. Finally, pilot environmental sampling studies should be initiated using the current resources available in India which can lay down the proof of concept for any long-term disease monitoring efforts. With such information in hand, it will be possible to tackle the threat of emerging zoonotic spillovers, which in turn will shape the future of public health.
parasites do not consistently benefit from invading lower richness communities, but rather the interplay between average competency in the host community and the vector to host ratio is key to understanding transmission potential. Our modelling approach also enables predictions of how parasite invasion potential will change as a result of commonly observed phenomena, such as biological invasions and community disassembly, provided we understand how species regulate abundance [, that we can anticipate how vector populations will change as a result of community dynamics and we have estimates of the competency of the host species in the community.
empirical explorations should include interactions between broad-scale environmental variables and cellular/molecular processes at the pathogen–host–vector interface. A key frontier is assessing the relative importance of environmental drivers of zoonotic risk and human behaviours at both population and individual levels in determining disease transmission patterns. This would aid integration of information relevant to epidemiology that is currently sequestered in sociological and ecological information stovepipes.
The ecosystem approach defines ecosystem services as the benefits that people obtain from healthy ecosystems. One such ecosystem service is the regulation of human and animal diseases, a benefit largely due to positive effects of biodiversity on disease regulation. The effect of biodiversity on infectious diseases suggests that higher resolution surveillance, both geographic and temporal, is needed. With better surveillance one could, for example, study the statistical relationships between the changing uses of land (fragmentation of landscape, increasing or reducing forest areas) and the occurrence of epidemics in order to investigate different scenarios for the effects of changes in biodiversity on infectious risks
recommend integrating monitoring of ticks and the risk of tick-borne pathogens with conservation management activities. This would help fill knowledge gaps and the production of best practice guidelines to reduce risks.

As in most countries, building national effective monitoring and surveillance network including professionals in animal health (paraprofessionals, veterinarians and agricultural workers), human health (public health practitioners, doctors, nurses and epidemiologists), environment (wildlife and ecologists experts), and other areas of expertise (law enforcement, agriculture, food safety and Security, communities, policymakers and pet owners) need to communicate, collaborate on and coordinate activities. This national network will result in communication improvement, surveillance improvement, development of a novel generation of systems-thinkers, reduced lag time of response, and improvement of health and economic savings.
"International collaboration has been our core strength in confronting the current COVID-19 pandemic, as in past pandemics and epidemics. The interconnectivity of the world in which we live is not only virtual, but physical; and it is not only among humans, but also with the ecosystem. The “One Health” concept, institutionalized by WHO since 2008, encompasses these ideas. Its strategy proposes using a systemic, interdisciplinary and multisector approach to design and implement programs, policies, legislation and research to improve the health of all populations in the ecosystem—and of the ecosystem itself—at local, regional and global levels. At the same time, this concept calls for a deeper questioning of modes of production and their impact on the environment, an environment also shared on a global level and inseparable from human health."
"China and Vietnam have publicly committed to a permanent ban of wildlife trade and associated markets related to human consumption. Other countries will and should surely follow, catalyzing opportunities to dramatically reduce the incidence of virus-spillover events between animals and humans and to significantly reduce the risk of a future pandemic. Today we must stop exploitive and destructive practices in agriculture, extractive industries, and land-use planning; and development programs must follow. Operationalizing the One Health approach is paramount in directing our future health in this acutely and irrevocably changed "
Key directions for future research in multi-host disease systems include determining the applicability of these generalizations to specific disease systems, and developing analytical techniques for tackling complex models of multi-host systems.

we have witnessed the ability for both governments and most of the public to respect scientific information daily. When governments acted swiftly to bring in sweep- ing regulations to safeguard their citizens, people adapted how they lived and worked overnight. And with the influx of sufficient government and private sector funding, the research community produced effective vaccines at unprecedented rates. Shortening the information chain to make primary data accessible to society, during the COVID-19 pandemic and practiced in the reporting of weather and climate (e.g. WMO 2021), but not (yet) biodiversity trends, is a starting point. As with current assessments, this process can be overseen by a globally representative and diverse panel of scientists who interpret the observations in the light of peer-reviewed research. Key components to swift implementation of the sought-after solutions, thus ensuring the health of our planetary ecosystem and the future of all its inhabitants, are succinct and accessible annual assessments.
To improve the overall ecosystem functioning for humans, cutting down on unnecessary luxuries and the exploration of more viable alternative ways for an eco-friendly and sustainable lifestyle would better help safeguard the available environment. One such option is intensive agriculture, already adopted in the Netherlands, which may supply multifold food than today from even less agricultural land of the current use. Intensive agriculture would allow us to dedicate the spared land for recreation and conservation purposes that may ultimately support to reclaim the biodiversity in natural environments. Briefly, substantial scientific investments and multidimensional cooperation in research, the improved worldwide health care systems, environment-friendly global policies, and regional strategies, altogether, would orchestrate better future outcomes for any human problem like the current COVID-19 pandemic.
key role of bat distribution shape, an index of the fragmentation of bat distribution, on parasite diversity, linked to a decrease for both viral and endoparasite species richness.
Awareness of tick-borne spirochaetoses should be increased, in concordance with ‘One Health’ approach.
Public health officials in Europe should be aware that masting by deciduous trees is an important predictor of the risk of Lyme borreliosis.

the field is beginning to produce large-scale efforts to predict patterns of zoonotic disease for applied purposes, but these models require trait data to perform well, and especially to predict out-of-sample. Just as the known mammal virome is limited in scope [98,99], data on species-level drivers of host–pathogen associations are prohibitively limited, and ensuring that these research agendas remain afloat will be a pressing need in a time of ever-increased scrutiny for disease ecologists. Harnessing such trait data will allow us to better identify the drivers of life history–zoonosis associations, establishing a better mechanistic understanding of the drivers of zoonotic risk.
Here we show that the worldwide distribution of indigenous human language diversity, a form of biodiversity, is strongly, positively related to human parasite diversity indicative of a legacy of parasite-mediated diversification. The significant pattern remains when potential confounds are removed. The pattern too is seen in each of the six world regions and is not confounded by regional differences in their history of colonization and conquest. We hypothesize that variation in limited dispersal and assortative sociality with conspecifics in response to the worldwide spatial variation in pathogen diversity provides a fundamental mechanism of population divergence explaining many important aspects of the geographic patterns of biodiversity. This hypothesis has broad implications for a diversity of research topics including language diversity, cultural evolution, speciation, phylogeny and biogeography.
Effective application of GIS and RS for schistosomiasis and other neglected tropical diseases in sub-Saharan Africa now needs to be improved and finitely-scaled maps and models developed that will provide accurate spatial estimates of the disease burden and risk of infection in order to support control efforts cost-effectively. This can be achieved through the iterative analysis of important spatial predictors of transmission dynamics, in a GIS. Therefore, projects such as CONTRAST allow such important opportunities to address the challenges of applying GIS and RS technologies in sub-Saharan Africa in order to optimize control and surveillance of schistosomiasis and other tropical diseases that remain more or less neglected.
A shift from a reactive to a preventive strategy is urgently needed to avoid the emergence of future infectious  diseases.  Nature  conservation  must  be adopted as a fundamental tool alongside health sur-veillance,  medical  treatments  and  vaccine  research  to avert future global health crises. Furthermore, in-fectious disease prevention strategies should be inte-grated into sustainable development plans. To avert future global health crises politicians and  governments  around  the  world  should  seek  to  prioritize the conservation of nature and the imple-mentation of green policies 


The vast scale of the estimated pandemic-associated risk across Africa with respect to the emergence of EVD in Western Africa in 2014 clearly demonstrates that internationally coordinated efforts are required to avoid catastrophic events in the future. However, our model suggests that the implementation of smaller-scale land-use strategies linked with conservation efforts may help to improve the overall burden from emerging infectious disease.
This study calls for further analyses on the consequences of livestock expansion, which depends on several factors that vary by country, namely the growth of human population, changes in diet linked to the westernization of habits, agricultural industrialization and the integration into the world trade, but also the cultural values of livestock.
Higher diurnal predator species richness was associated with low emergence risk, which supported our hypothesis, while non-diurnal predator species richness showed the opposite association. The difference in relative abundance of different rodents with the same circadian rhythm could explain these differential associations.

It is of course legitimate to identify biodiversity changes as one possible set of causes for disease emergence, but not to preach that high biodiversity always protects against disease. That is little more than a straw man, an argument easily dismantled and dismissed by those whose commercial and political ambitions jeopardise the future of biodiversity and ecosystem function. It adds only fragility to the case for creating a new UN organisation, the Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services (IPBES) 

Appreciating that parasites and pathogens are functional components of healthy ecosystems and that their dynamics may even portend ecosystem change would foster a more complete and balanced view of the value of biodiversity and the ecological role of disease. A multidisciplinary approach will enable a better understanding of disease ecology in general and of freshwater emerging diseases as manifestations of host–parasite interactions to a specific range of conditions.


"he group recommended creating Centers of Excellence in Ecology and Health Research and Training, based at regional universities and/or research institutes with close links to the surrounding communities. The centers’ objectives would be 3-fold: a) to provide information to local communities about the links between environmental change and public health; b) to facilitate fully interdisciplinary research from a variety of natural, social, and health sciences and train professionals who can conduct interdisciplinary research; and c) to engage in science-based communication and assessment for policy making toward sustainable health and ecosystems."
"Such effective conservation approaches might integrate law enforcement, education, and ecotourism , and, on the education side, knowledge transfer on disease transmission and prevention. Respective programs should also include the presentation or implementation of economic alternatives to bushmeat. Moreover, alternatives to bushmeat consumption are currently being explored in the region (e.g., cricket and fish farms; Wild-Chimpanzee-Foundation 2013). Political instability complicates in Côte d`Ivoire predictions as to which intervention strategy might be the most effective one on the long run. But it is certain that influx of migrants of mainly Burkinabé origin into Southern Côte d’Ivoire has a long traditionand seems to be the major component of demographic shift in the Taï region."
supportive policies and markets alone are unlikely to bring about the required changes. A large share of the global food produced does not enter the market, but is consumed by the small-scale family farmers who produce it. Reducing the negative impact of our agricultural systems on biodiversity will thus require a global, concerted effort similar to the Paris Agreements for climate. Although several high-profile reports have recently highlighted the importance of biodiversity for our very existence, raising public awareness of the consequences of the biodiversity crisis to the same intensity as awareness of the consequences of the climate crisis is critical . In a more-and-more connected world, we share joint responsibility for our global future. We must shoulder the burden of feeding humanity whilst maintaining the very biodiversity that confers resilience on our increasingly cultivated planet against shocks such as the global pandemic of COVID-19.
The predicted increase of TBP under a warming climate and an increasingly deciduous landscape provides advanced warning that will be important for public health education and intervention. It is our hope that this landscape epidemiological model has the potential to inform long-term planning of disease surveillance and prevention efforts by public health agencies.
the need for improved preparedness and public health interventions in endemic regions to minimize the impact of further climate change-induced increases in Lyme disease burden.

Better urban planning by construction in regions of low flood risk or low TWI, calculated from global satellite imagery. Regions of high flood risk need better drainage systems that would decrease human-pathogen contact. Croplands to be developed further away (over 10 km) from the population would also reduce human contact with rodents and with aquatic systems favorable for M. ulcerans and Leptospira sp. Increased minimum temperature during the time of infection signals the play of global environmental factors i.e. climate change. Climate change to be tackled at global scale to reduce the risk of disease emergence in tropical regions. Finally, conducting passive disease surveillance and measuring disease risk using biogeographic approach in regions where data on pathogen and reservoirs is scarce, is useful in the prevention and control of diseases.

We propose that the only pragmatic amelioratory measures for prevention and control of inade- quate husbandry or extreme and brutal abusive treatment of animals inherent to wildlife markets are government sanctioned bans on the collection, transportation, storage, keeping, sale, or slaughter of wild-caught or captive-bred wildlife at markets for pet, culinary, medicinal, and other purposes. It is administratively imperative, and economically prudent that bans are emboldened with strong monitoring and enforcement. We propose that the only pragmatic amelioratory measures for prevention and control of future anthropogenic wildlife-market-associated epi- demics and pandemics from originating hubs of contamination are government sanctioned bans on the collection, transportation, storage, keeping, sale, or slaughter of wild-caught or captive-bred wild animals for pet, medicinal, culinary, and other commercial purposes. It is administra- tively imperative, and economically prudent that bans are emboldened with strong monitoring and enforcement. Bans may have significant impacts on at least some former economic dependents within local wildlife supply sectors. Arguably, such impacts may be comparable to any sector that faces dis- benefits from income reduction or collapse of cor- responding commercial activities from bans that affect diverse businesses and cottage industries. Whether such commercial activities inherently fail or are curtailed by government is not new, and support for those formerly dependent on local wildlife can be considered in accordance with existing formal remedies. However, proportionate essential support for previous dependents of wild- life trade can be viewed as a potentially import- ant investment against novel disease outbreaks as well as a deterrence from illegal activity.
The implications of these findings are discussed with reference to the concept of disease spread through networks of connected spots with high densities of infected vectors and social factors driving different human activities in sites of high fragmentation
we encourage efforts to assess the public health (e.g. in Disability-Adjusted Life Years [DALYs]) and socio-economic impact of common endemic diseases potentially transmitted by bushmeat rather than focusing exclusively on low probability/high impact scenarios (e.g. emerging diseases such as Ebola and SARS). The flexibility of this framework allowed the inclusion of aspects related to nutrition, highlighting the significant portion of dietary needs covered by bushmeat in urban consumers. Pursuing integrative approaches to the study of bushmeat consumption is essential to develop effective and balanced policies that support conservation, public health, and rural development goals.

(i) generating functional insights about wildlife and zoonotic disease policy processes, (ii) enabling social and organizational learning to mobilize those insights, (iii) understanding epistemic instability to address populist anti-science and (iv) anticipating evolving and new zoonotic emergences, especially their human dimensions. Since policy processes for zoonoses can be acutely challenged during the early stages of an epidemic or pandemic, such insights can provide a pragmatic, empirically-based roadmap for enhancing their robustness and efficacy, and benefiting long-term decision-making efforts.
an open-sourced platform to analyze ecosystem change in areas at high risk of EID events in real time. SRS EBVs are used to identify statistically significant changes in this intactness, or fragmentation, in real time. From here, higher resolution and airborne imagery can be tasked using a “tip and cue” strategy to validate or invalidate alerts. Finally, positive identifications can be reported to partners in the field for manual analysis. This system is in its early stages, and we plan to incorporate system design suggestions from a wide variety of partners during the development phase. We intend to use this platform to further understand the relationship between specific EBVs and zoonotic spillover.
Combining land management with targeted pest control campaigns (i.e., focusing on more competent hosts such as M. musculus, particularly in low-lying areas) may be an especially efficient approach for reducing zoonotic disease risk. It would thus be prudent to investigate how interventions can be mounted to best achieve parity across post-Katrina New Orleans and other cities experiencing counter-urbanization. Advances from further study might also help resolve concerns that commensal rodents will be primary agents of zoonotic disease outbreaks in the future 
First, biodiversity should have a greater effect on multi-host, wildlife, vector-borne and zoonotic diseases, especially those parasites with complex life cycles and free-living stages, than on directly transmitted, host-specialist diseases. Second, the relationship between biodiversity and disease can be nonlinear, and identifying the shape of these relationships and where the diversity of a community falls on this continuum is critical for understanding when decreasing biodiversity will increase, decrease or have no effect on disease risk. Third, not all diseases are equal. Fourth, biodiversity–disease relationships may be scale-dependent. Understanding the mechanisms that underlie this possible scale dependency could lead to insights into which management targets (biodiversity, particular species and human behaviour) and which scales of action are most effective for disease control. Outcomes with co-benefits for biodiversity and human health should be actively sought. Establishing consensus on these guiding principles will help to set a research and policy agenda for simultaneously improving ecosystem and human health.


fruitful research will come from assessing the diversity–disease relationship and determining the key factors across different spatial scales. Those studies would not only increase our understanding about the generality of the dilution effect, but also be relevant for developing intervention and control measures at different scales . Both field surveys at different spatial scales and meta-analyses of published information should be fruitfully informative to this point.
The benefits of transdisciplinary disease surveillance and cross-training of practitioners associated with One Health initiatives have been well demonstrated in resource-poor tropical settings for other arboviruses exhibiting complex ecology.A One Health approach that simultaneously incorporates the experience and practice of human, veterinary and forest department services and scientific research could be expected to generate similar success for KFD in the Western Ghats.
mosquito density is one of the main factors responsible for YFV amplification during epizootics and reinforce the hypothesis that the severity of an outbreak and persistence of the virus in the environment depend on complex interaction between different factors associated with vectors, hosts and the environment.

Animal Care and Use Committee requirements were investigated, concluding that ecology journals have low rates of explicit statements regarding the welfare and wellbing of wildlife during experimental studies. Most of the solutions to protect biodiversity and predicting and preventing the next epidemic in humans originating from wildlife are oriented towards the developed world and are less useful for biodiverse, low-income economies. We need the development of regional policies to address these issues at the local level.

 In Australia, developing a national framework for ecosystem and climate management must be prioritised as a first step to focusing government, health and industry leaders on the exigency and importance of climate change. Simultaneously, enhancing surveillance for emerging pathogens at the human-animal interface and prioritising vaccine development is imperative in our ongoing fight against existing and newly emerging infections. 

we suggest that the field may be advanced by using a population genetic framework that melds genetic and ecological studies of virus emergence, and which highlights how the effective susceptible population size of a new host plays a major role in dictating the chance of successful emergence. In this manner we identify the possibility of a meaningful theoretical framework for the study of emergence that is grounded in evolutionary theory, but that tunes out the ‘noise’ of virus macroevolution. it may be of more benefit to public health to target, via surveillance, the fault-line of disease emergence that is the human–animal interface, particularly those shaped by ecological disturbance. 
Policy homogeneity is certainly cheaper and often politically appealing in the short term. The question of whether it is cost-effective or merely cheap is something to be borne in mind when developing policy. Heterogeneity, localism, and consultation might be more expensive, but are also more cost-effective in both the short and longer term.
"Local hydrometeorological and infrastructural conditions can influence contamination patterns at beaches over time and across space, so localized monitoring and modeling efforts are needed to effectively manage beach systems in the face of contamination in both the nearshore and at the sand-water continuum.Beach management policies are lagging behind the research into the role of sand as a contamination source; however, several nations and the WHO have recognized sand as an important reservoir of FIB and route of exposure to pathogens.The recognition and ongoing discussion of sand as a contamination source at beaches may signal a paradigm shift toward more holistic, “beachscape” frameworks for guiding beach research and management actions."

IUpstream surveillance, vaccination, and other tools to prevent pathogen spillover are also needed. Clear multi-sector outcomes should be defined, and a systems-based approach is needed to develop interventions that reduce risks and balance the needs of humans, wildlife, and the environment. The ultimate goal is long-term action to reduce forces driving emerging diseases and provide interdisciplinary scientific approaches to management of risks, thereby achieving optimal outcomes for human, animal, and environmental health.
Veterinary medical interpretation of routine ecological monitoring data is equally important for solving problems involving human and domestic and wild animal disease situations. It should be understood that ecological monitoring should not simply focus on zoonotic or emerging diseases but also on the dependence of human health, food security and economic security on animals, especially domestic livestock. The interests of a doctor of human medicine overlap with those of the veterinarian where zoonoses and anthropozoonoses are concerned. Many other disciplines can also benefit and such data can be used to aid in the making and implementation of policy.
we strongly recommend developing research programmes taking into consideration local and regional changes to functional species communities in both time and space. This type of approach to ecological medicine opens up a whole new way to better understand the environment as a set of functional pathways constituted of interchangeable host carrier species that underpin the spread of some pathogens across the various levels of organisation of an ecosystem.



Fragmentation and agriculture in particular benefit host and vector communities and therefore might elevate disease risk. Our results indicate that while habitat disturbance could alter disease host/vector communities in ways that exacerbate pathogen prevalence, the relationship is highly context-dependent and influenced by multiple factors.
Managing freshwater ecosystems to reduce or minimise human and wildlife disease risk – arguably one of the most significant ecosystem services – will require enhanced incorporation of ecological approaches alongside medical and veterinary tools. Some ways to manage for lower disease include reducing nutrient and pollutant runoff associated with agricultural intensification, managing aquacultural practices to minimise pathogen spillover, reducing translocations of non-native species and their parasites and establishing cooperative surveillance efforts focused on integrated monitoring of both human and wildlife pathogens. Likewise, there is a pressing need to more explicitly incorporate spatial scale into studies of water-related diseases, especially as many such diseases include both aquatic and terrestrial phases that operate at different spatial scales. 
A significant positive association with EIDs is also evident for those wildlife species of low conservation risk. Since the increase and spread of native and introduced species able to adapt to human-induced landscape change is at the expense of those species most vulnerable to habitat loss, our findings suggest a mechanism linking land conversion, global decline in biodiversity and a rise in EIDs of wildlife origin.
he prediction of epidemics and early warning remain a high research priority to improve the response of CL control programmes and risk assessment for future land use, in the absence of a vaccine and efficient prevention methods.
One-Health approach should be applied while dealing with zoonoses, as other stakeholders majorly, veterinary doctors hold a major role in bringing a change in the safe handling of the livestock. Although the government is taking efforts on few diseases through different national programs by organizing animal health check-up camps, vaccinations, etc., but importance should be given on increasing the knowledge and conveying the importance of correct practicing, especially to female population who plays one of the crucial roles in educating the family.
Public education and awareness should be augmented to include the potential health threats inflicted on a susceptible animal by an unhealthy human.
Incorporation of ecological theory (such as metapopulation theory and landscape ecology) and evolutionary perspectives would expand our understanding of the dynamics that drive changes in mosquito species assemblages. Given the rapid pace of global land use change and deforestation, it is imperative that these dynamics are better understood to mitigate disease risk and guide land use policy.
